ID1,Business Process 1,ID2,Business Process 2,Obligation
195,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1195,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
196,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1196,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
197,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1197,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
198,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1198,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
199,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1199,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
200,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1200,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
201,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1201,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
202,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1202,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
203,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1203,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
204,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1204,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
205,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1205,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
206,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1206,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
207,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1207,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
208,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1208,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
209,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1209,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
210,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1210,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
211,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1211,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
212,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1212,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
213,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1213,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
214,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1214,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
215,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1215,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
216,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1216,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
217,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1217,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
218,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1218,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
219,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1219,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
220,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1220,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
221,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1221,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
222,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1222,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
223,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1223,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
224,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1224,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
225,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1225,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
226,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1226,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
227,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1227,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
228,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1228,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
229,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1229,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
230,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1230,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
231,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1231,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
232,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1232,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
233,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1233,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
234,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1234,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
235,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1235,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
236,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1236,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
237,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1237,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
238,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1238,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
239,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1239,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
240,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1240,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
241,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1241,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
242,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1242,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
243,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1243,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
244,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1244,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
245,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1245,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
246,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1246,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
247,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1247,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
248,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1248,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
249,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1249,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
250,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1250,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
251,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1251,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
252,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1252,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
253,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1253,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
254,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1254,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
255,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1255,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
256,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1256,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
257,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1257,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
258,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1258,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
259,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1259,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
260,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1260,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
261,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1261,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
262,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1262,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
263,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1263,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
264,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1264,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
265,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]",1265,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
266,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1266,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
267,"[['contract', 'is', 'signed'], ['work', 'is', 'started'], ['work', 'is', 'completed'], ['payment', 'is', 'received']]",1267,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
268,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1268,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'work', 'is', 'started', 'after', 'contract', 'is', 'signed']""]"
269,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1269,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'done', 'after', 'work', 'is', 'delivered']""]"
270,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]",1270,"[['order', 'is', 'placed'], ['items', 'are', 'shipped'], ['bill', 'is', 'sent'], ['payment', 'is', 'processed']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
271,"[['purchase', 'order', 'is', 'issued'], ['goods', 'are', 'delivered'], ['invoice', 'is', 'received'], ['payment', 'is', 'made']]",1271,"[['proposal', 'is', 'submitted'], ['proposal', 'is', 'accepted'], ['work', 'is', 'initiated'], ['work', 'is', 'delivered'], ['payment', 'is', 'done']]","[""['ensure', 'payment', 'is', 'made', 'after', 'goods', 'are', 'delivered']""]"
